date,TICKER,INDEXNAME,DURATION,daily_value
2023-10-26,MELI,Mercado Libre Transaction Index,Daily,0.2181090600766909
2023-10-27,MELI,Mercado Libre Transaction Index,Daily,0.22119107103322494
2023-10-30,MELI,Mercado Libre Transaction Index,Daily,0.224273081989759
2023-10-31,MELI,Mercado Libre Transaction Index,Daily,0.22735509294629308
2023-11-01,MELI,Mercado Libre Transaction Index,Daily,0.30263207136836684
2023-11-02,MELI,Mercado Libre Transaction Index,Daily,0.2951815075348545
2023-11-03,MELI,Mercado Libre Transaction Index,Daily,0.2877309437013422
2023-11-06,MELI,Mercado Libre Transaction Index,Daily,0.28028037986782994
2023-11-07,MELI,Mercado Libre Transaction Index,Daily,0.2728298160343176
2023-11-08,MELI,Mercado Libre Transaction Index,Daily,0.2653792522008053
2023-11-09,MELI,Mercado Libre Transaction Index,Daily,0.257928688367293
2023-11-13,MELI,Mercado Libre Transaction Index,Daily,0.2504781245337807
2023-11-14,MELI,Mercado Libre Transaction Index,Daily,0.24302756070026837
2023-11-15,MELI,Mercado Libre Transaction Index,Daily,0.23557699686675612
2023-11-16,MELI,Mercado Libre Transaction Index,Daily,0.22812643303324381
2023-11-17,MELI,Mercado Libre Transaction Index,Daily,0.2206758691997315
2023-11-20,MELI,Mercado Libre Transaction Index,Daily,0.2132253053662192
2023-11-21,MELI,Mercado Libre Transaction Index,Daily,0.20577474153270692
2023-11-22,MELI,Mercado Libre Transaction Index,Daily,0.1983241776991946
